,short_name,club_name,league_name,age,player_positions,overall,potential,wage_eur,pace,shooting,passing,dribbling,defending,physic,year
52127,O. Vizcarrondo,ESTAC Troyes,French Ligue 1,33,CB,73,73,20000.0,27.0,41.0,44.0,34.0,73.0,77.0,2018
52130,J. Zúñiga,Napoli,Italian Serie A,31,"LB, LM",73,73,50000.0,86.0,65.0,71.0,80.0,67.0,68.0,2018
52135,R. Gurtner,Amiens SC,French Ligue 1,30,GK,73,73,15000.0,,,,,,,2018
52138,T. Sippel,Borussia Mönchengladbach,German 1. Bundesliga,29,GK,73,73,20000.0,,,,,,,2018
52140,K. Monnet-Paquet,AS Saint-Étienne,French Ligue 1,28,"LW, RW",73,73,40000.0,83.0,69.0,70.0,72.0,53.0,73.0,2018
52143,M. Biševac,FC Metz,French Ligue 1,33,CB,73,73,15000.0,58.0,52.0,63.0,55.0,72.0,74.0,2018
52144,R. Danzé,Stade Rennais FC,French Ligue 1,30,RB,73,73,20000.0,66.0,59.0,71.0,69.0,72.0,71.0,2018
52147,S. Arfield,Burnley,English Premier League,28,"LM, CM",73,73,50000.0,68.0,68.0,72.0,73.0,63.0,67.0,2018
52156,C. Cathcart,Watford,English Premier League,28,"CB, RB",73,73,50000.0,56.0,37.0,54.0,54.0,74.0,73.0,2018
52161,V. Torosidis,Bologna,Italian Serie A,32,"RB, LB",73,73,40000.0,68.0,55.0,64.0,68.0,73.0,73.0,2018
52164,M. Gazzola,U.S. Sassuolo Calcio,Italian Serie A,32,RB,73,73,40000.0,71.0,49.0,60.0,67.0,70.0,71.0,2018
52170,J. Pied,Southampton,English Premier League,28,"RB, RM, LB",73,73,60000.0,71.0,68.0,74.0,75.0,72.0,73.0,2018
52171,N. Roux,FC Metz,French Ligue 1,29,ST,73,73,15000.0,71.0,73.0,67.0,71.0,35.0,67.0,2018
52172,M. Kelly,Crystal Palace,English Premier League,27,"RB, LB, CB",73,74,40000.0,58.0,44.0,61.0,62.0,74.0,76.0,2018
52174,V. Nogueira,RC Strasbourg Alsace,French Ligue 1,29,"CM, CDM",73,73,20000.0,73.0,64.0,72.0,73.0,60.0,63.0,2018
52178,K. Sigþórsson,FC Nantes,French Ligue 1,27,ST,73,73,30000.0,60.0,72.0,57.0,64.0,40.0,74.0,2018
52185,D. Gosling,AFC Bournemouth,English Premier League,27,CM,73,73,60000.0,62.0,68.0,70.0,68.0,67.0,71.0,2018
52193,K. Bartley,Swansea City,English Premier League,26,CB,73,75,50000.0,55.0,27.0,49.0,50.0,72.0,79.0,2018
52195,K. Rausch,1. FC Köln,German 1. Bundesliga,27,"LB, LM",73,73,30000.0,79.0,67.0,73.0,72.0,68.0,74.0,2018
52198,E. Muñoz,CD Leganés,Spain Primera Division,26,CB,73,76,20000.0,53.0,29.0,43.0,45.0,74.0,76.0,2018
52216,R. Rodelin,Stade Malherbe Caen,French Ligue 1,27,"LW, RM, RW",73,73,30000.0,67.0,74.0,72.0,74.0,39.0,67.0,2018
52219,M. Diamé,Newcastle United,English Premier League,30,"CAM, CM",73,73,60000.0,73.0,70.0,67.0,78.0,73.0,77.0,2018
52220,M. Antenucci,SPAL,Italian Serie A,32,ST,73,73,15000.0,70.0,74.0,63.0,76.0,33.0,63.0,2018
52221,F. Tabanou,En Avant de Guingamp,French Ligue 1,28,"LB, LWB, LM, LW",73,73,20000.0,73.0,68.0,72.0,71.0,72.0,70.0,2018
52222,I. Lewczuk,FC Girondins de Bordeaux,French Ligue 1,32,CB,73,73,30000.0,54.0,46.0,62.0,61.0,73.0,83.0,2018
52230,A. Esswein,Hertha BSC,German 1. Bundesliga,27,"RM, LM, ST",73,73,30000.0,89.0,72.0,65.0,72.0,31.0,75.0,2018
52231,A. Westwood,Burnley,English Premier League,27,"CM, CDM",73,74,50000.0,63.0,53.0,76.0,71.0,63.0,65.0,2018
52233,J. Stanislas,AFC Bournemouth,English Premier League,27,"RM, LM",73,73,60000.0,80.0,68.0,71.0,73.0,32.0,56.0,2018
52235,Guaita,Getafe CF,Spain Primera Division,30,GK,73,73,15000.0,,,,,,,2018
52242,Javi Castellano,Unión Deportiva Las Palmas,Spain Primera Division,29,"CDM, CM",73,73,20000.0,56.0,40.0,65.0,55.0,73.0,72.0,2018
52249,M. Frantz,Sport-Club Freiburg,German 1. Bundesliga,30,"CM, CDM, RM",73,73,20000.0,67.0,65.0,72.0,70.0,64.0,78.0,2018
52251,A. Smith,AFC Bournemouth,English Premier League,26,RB,73,76,50000.0,76.0,55.0,69.0,73.0,71.0,69.0,2018
52254,J. Guðmundsson,Burnley,English Premier League,26,"RM, CAM",73,74,50000.0,78.0,72.0,69.0,76.0,49.0,72.0,2018
52258,Park Joo Ho,Borussia Dortmund,German 1. Bundesliga,30,"LB, CDM",73,73,40000.0,70.0,46.0,70.0,73.0,73.0,65.0,2018
52259,L. Chichizola,Unión Deportiva Las Palmas,Spain Primera Division,27,GK,73,75,15000.0,,,,,,,2018
52263,K. Nordfeldt,Swansea City,English Premier League,28,GK,73,75,40000.0,,,,,,,2018
52265,A. Rudņevs,1. FC Köln,German 1. Bundesliga,29,ST,73,73,40000.0,78.0,73.0,51.0,64.0,32.0,78.0,2018
52271,E. Prib,Hannover 96,German 1. Bundesliga,27,"LM, LB, CM",73,73,40000.0,77.0,67.0,71.0,73.0,63.0,70.0,2018
52275,C. Santos,Deportivo Alavés,Spain Primera Division,29,"ST, CAM",73,73,30000.0,62.0,75.0,68.0,69.0,37.0,67.0,2018
52276,V. Belec,Benevento,Italian Serie A,27,GK,73,75,20000.0,,,,,,,2018
52277,J. Obi,Torino F.C.,Italian Serie A,26,CM,73,76,40000.0,80.0,63.0,70.0,77.0,69.0,69.0,2018
52279,P. Souaré,Crystal Palace,English Premier League,27,LB,73,74,40000.0,74.0,51.0,70.0,72.0,71.0,74.0,2018
52283,B. Kayal,Brighton & Hove Albion,English Premier League,29,CM,73,73,50000.0,71.0,61.0,70.0,73.0,67.0,81.0,2018
52285,Dodô,U.C. Sampdoria,Italian Serie A,25,"LM, LB",73,75,30000.0,77.0,56.0,71.0,76.0,63.0,67.0,2018
52288,J. Colback,Newcastle United,English Premier League,27,"CDM, CM",73,75,50000.0,63.0,59.0,68.0,69.0,69.0,70.0,2018
52293,Y. Nagatomo,Inter,Italian Serie A,30,"LB, RB",73,73,50000.0,83.0,49.0,58.0,69.0,71.0,65.0,2018
52295,Borja García,Girona FC,Spain Primera Division,26,"CM, ST, LM",73,76,20000.0,78.0,69.0,71.0,74.0,59.0,65.0,2018
52296,C. Doukouré,Levante Unión Deportiva,Spain Primera Division,24,"CDM, CM",73,79,20000.0,74.0,58.0,67.0,69.0,71.0,77.0,2018
52299,I. Saadi,RC Strasbourg Alsace,French Ligue 1,25,ST,73,77,20000.0,76.0,71.0,53.0,69.0,23.0,78.0,2018
52300,J. Sala,U.C. Sampdoria,Italian Serie A,25,"RB, RM, CM",73,77,30000.0,76.0,63.0,72.0,73.0,70.0,75.0,2018
52303,L. Crisetig,Bologna,Italian Serie A,24,"CM, CDM",73,77,40000.0,55.0,51.0,72.0,72.0,66.0,75.0,2018
52304,M. Büchel,Hellas Verona,Italian Serie A,26,"CM, CDM",73,76,30000.0,76.0,57.0,70.0,75.0,59.0,71.0,2018
52307,Tomás Pina,Deportivo Alavés,Spain Primera Division,29,"CM, CDM",73,73,20000.0,61.0,60.0,68.0,71.0,69.0,71.0,2018
52309,A. Kačaniklić,FC Nantes,French Ligue 1,25,"LM, RM, CAM",73,74,20000.0,74.0,64.0,70.0,76.0,38.0,57.0,2018
52314,Raúl Lizoain,Unión Deportiva Las Palmas,Spain Primera Division,26,GK,73,75,15000.0,,,,,,,2018
52317,J. Delaplace,Stade Malherbe Caen,French Ligue 1,31,CM,73,73,20000.0,67.0,55.0,70.0,71.0,66.0,71.0,2018
52320,M. Gregoritsch,FC Augsburg,German 1. Bundesliga,23,"CAM, ST, LM, RM",73,79,20000.0,67.0,73.0,70.0,72.0,40.0,69.0,2018
52323,B. Bereszyński,U.C. Sampdoria,Italian Serie A,24,RB,73,76,30000.0,82.0,59.0,66.0,69.0,69.0,73.0,2018
52330,C. Schindler,Huddersfield Town,English Premier League,27,CB,73,76,40000.0,65.0,32.0,57.0,51.0,74.0,74.0,2018
52331,Pedro Mendes,Montpellier Hérault SC,French Ligue 1,26,CB,73,77,20000.0,63.0,36.0,40.0,60.0,75.0,76.0,2018
52335,O. Sorg,Hannover 96,German 1. Bundesliga,27,"RB, LB",73,73,30000.0,74.0,55.0,66.0,71.0,72.0,69.0,2018
52341,Álvaro,RCD Espanyol de Barcelona,Spain Primera Division,26,ST,73,76,30000.0,69.0,75.0,59.0,74.0,31.0,68.0,2018
52343,A. Cornelius,Atalanta,Italian Serie A,24,ST,73,78,20000.0,70.0,72.0,53.0,66.0,26.0,81.0,2018
52344,A. Gomis,SPAL,Italian Serie A,23,GK,73,81,10000.0,,,,,,,2018
52345,F. Klaus,Hannover 96,German 1. Bundesliga,24,"RM, LM",73,76,30000.0,81.0,66.0,65.0,74.0,33.0,68.0,2018
52348,S. Zoller,1. FC Köln,German 1. Bundesliga,26,"ST, RM",73,76,30000.0,78.0,73.0,65.0,72.0,25.0,61.0,2018
52351,T. Carroll,Swansea City,English Premier League,25,"CM, CDM",73,78,50000.0,66.0,58.0,74.0,70.0,52.0,51.0,2018
52352,Danilo Avelar,Amiens SC,French Ligue 1,28,LB,73,73,20000.0,70.0,56.0,65.0,74.0,74.0,66.0,2018
52353,J. Tarkowski,Burnley,English Premier League,24,"CB, CDM",73,78,40000.0,63.0,43.0,61.0,64.0,73.0,77.0,2018
52354,G. Caprari,U.C. Sampdoria,Italian Serie A,23,"CF, ST, CAM",73,80,30000.0,88.0,66.0,70.0,80.0,17.0,53.0,2018
52357,T. Monconduit,Amiens SC,French Ligue 1,26,"CDM, CM",73,75,20000.0,69.0,54.0,70.0,70.0,67.0,76.0,2018
52361,I. Diomandé,Stade Malherbe Caen,French Ligue 1,24,CDM,73,78,20000.0,67.0,56.0,65.0,69.0,72.0,75.0,2018
52362,J. Lascelles,Newcastle United,English Premier League,23,CB,73,80,40000.0,62.0,27.0,49.0,54.0,73.0,74.0,2018
52363,C. Löwe,Huddersfield Town,English Premier League,28,LB,73,73,40000.0,79.0,60.0,68.0,70.0,70.0,69.0,2018
52370,M. Bakalorz,Hannover 96,German 1. Bundesliga,27,"CDM, CM",73,74,30000.0,65.0,66.0,62.0,67.0,71.0,80.0,2018
52376,F. Lucioni,Benevento,Italian Serie A,29,CB,73,73,30000.0,57.0,33.0,48.0,50.0,73.0,73.0,2018
52378,P. Olkowski,1. FC Köln,German 1. Bundesliga,27,"RB, RM",73,74,30000.0,78.0,57.0,65.0,71.0,69.0,73.0,2018
52379,C. Taylor,Burnley,English Premier League,23,LB,73,80,40000.0,75.0,54.0,66.0,71.0,71.0,75.0,2018
52382,K. Rekik,Hertha BSC,German 1. Bundesliga,22,CB,73,79,20000.0,67.0,39.0,52.0,59.0,71.0,76.0,2018
52384,M. Bianchetti,Hellas Verona,Italian Serie A,24,CB,73,76,20000.0,59.0,35.0,40.0,48.0,74.0,75.0,2018
52386,N. Füllkrug,Hannover 96,German 1. Bundesliga,24,ST,73,77,30000.0,68.0,69.0,61.0,68.0,28.0,76.0,2018
52391,M. Pucciarelli,Chievo Verona,Italian Serie A,26,"ST, CF",73,76,20000.0,84.0,71.0,65.0,79.0,31.0,65.0,2018
52396,K. Coulibaly,FC Nantes,French Ligue 1,25,ST,73,76,20000.0,74.0,71.0,60.0,62.0,27.0,76.0,2018
52397,A. Lazaar,Benevento,Italian Serie A,25,"LB, LM",73,78,20000.0,78.0,57.0,66.0,75.0,69.0,71.0,2018
52398,S. Prcić,Stade Rennais FC,French Ligue 1,23,"CDM, CM",73,77,20000.0,64.0,62.0,73.0,72.0,68.0,71.0,2018
52402,F. Helander,Bologna,Italian Serie A,24,CB,73,78,40000.0,48.0,33.0,44.0,50.0,75.0,78.0,2018
52404,E. Krafth,Bologna,Italian Serie A,22,RB,73,80,40000.0,76.0,52.0,65.0,69.0,72.0,71.0,2018
52406,M. van der Hoorn,Swansea City,English Premier League,24,CB,73,77,40000.0,38.0,45.0,47.0,47.0,75.0,74.0,2018
52407,R. Fraser,AFC Bournemouth,English Premier League,23,"RM, LM",73,80,50000.0,88.0,64.0,68.0,76.0,42.0,55.0,2018
52410,Lucas Lima,FC Nantes,French Ligue 1,25,LB,73,75,20000.0,72.0,57.0,70.0,71.0,69.0,67.0,2018
52413,Sergi Samper,Unión Deportiva Las Palmas,Spain Primera Division,22,"CDM, CM",73,80,15000.0,46.0,46.0,72.0,67.0,66.0,64.0,2018
52415,D. Bessa,Hellas Verona,Italian Serie A,24,"CM, RW",73,77,20000.0,71.0,70.0,74.0,77.0,44.0,53.0,2018
52418,A. Mawson,Swansea City,English Premier League,23,CB,73,84,40000.0,53.0,43.0,42.0,53.0,73.0,75.0,2018
52421,A. Thomasson,FC Nantes,French Ligue 1,23,"LM, RM, CM",73,77,20000.0,74.0,68.0,71.0,75.0,59.0,65.0,2018
52422,S. Byram,West Ham United,English Premier League,23,"RB, RM",73,78,60000.0,75.0,60.0,66.0,72.0,70.0,73.0,2018
52425,M. Michel,Angers SCO,French Ligue 1,25,GK,73,77,15000.0,,,,,,,2018
52426,G. Laborde,FC Girondins de Bordeaux,French Ligue 1,23,ST,73,79,40000.0,69.0,70.0,63.0,71.0,32.0,75.0,2018
52432,T. Letschert,U.S. Sassuolo Calcio,Italian Serie A,24,CB,73,74,40000.0,70.0,59.0,64.0,62.0,71.0,79.0,2018
52435,André Ramalho,Bayer 04 Leverkusen,German 1. Bundesliga,25,"CB, CDM",73,77,40000.0,55.0,59.0,65.0,65.0,73.0,73.0,2018
52442,Edgar Ié,LOSC Lille,French Ligue 1,23,"CB, RB",73,80,30000.0,78.0,45.0,55.0,63.0,72.0,73.0,2018
52443,A. Hegazy,West Bromwich Albion,English Premier League,26,CB,73,76,50000.0,45.0,20.0,41.0,47.0,74.0,76.0,2018
52444,V. Laurini,Fiorentina,Italian Serie A,28,RB,73,73,50000.0,79.0,33.0,57.0,65.0,71.0,72.0,2018
52446,F. Ceccherini,Crotone,Italian Serie A,25,CB,73,78,10000.0,65.0,15.0,34.0,50.0,73.0,78.0,2018
52449,O. Kayode,Girona FC,Spain Primera Division,24,ST,73,77,20000.0,92.0,70.0,57.0,74.0,36.0,60.0,2018
52451,Rubén Peña,SD Eibar,Spain Primera Division,25,"ST, LM, RM, RB",73,76,20000.0,86.0,70.0,65.0,75.0,57.0,64.0,2018
52454,R. Durmisi,Real Betis Balompié,Spain Primera Division,23,"LB, LWB",73,80,20000.0,85.0,62.0,71.0,74.0,66.0,75.0,2018
52456,J. Haberer,Sport-Club Freiburg,German 1. Bundesliga,23,"CF, CAM",73,78,20000.0,67.0,68.0,68.0,76.0,43.0,66.0,2018
52460,C. Njie,Olympique de Marseille,French Ligue 1,23,"ST, LW",73,78,30000.0,93.0,70.0,65.0,75.0,30.0,66.0,2018
52464,L. Augustinsson,SV Werder Bremen,German 1. Bundesliga,23,LB,73,82,20000.0,80.0,59.0,73.0,72.0,66.0,72.0,2018
52465,D. Yedlin,Newcastle United,English Premier League,23,RB,73,80,40000.0,93.0,51.0,64.0,74.0,67.0,76.0,2018
52467,Cifuentes,Málaga CF,Spain Primera Division,26,"RWB, RB, RM",73,76,20000.0,86.0,51.0,60.0,71.0,66.0,76.0,2018
52472,Somália,Toulouse Football Club,French Ligue 1,28,"RM, CDM",73,73,30000.0,80.0,69.0,68.0,70.0,68.0,75.0,2018
52474,E. Pulgar,Bologna,Italian Serie A,23,"CDM, CM",73,79,40000.0,67.0,54.0,65.0,72.0,69.0,77.0,2018
52477,F. Di Francesco,Bologna,Italian Serie A,23,"LW, CF, RW",73,81,40000.0,78.0,65.0,72.0,79.0,29.0,54.0,2018
52506,J. Correa,Sevilla FC,Spain Primera Division,22,"LM, CAM, RM, ST",73,82,15000.0,73.0,70.0,73.0,75.0,33.0,60.0,2018
52511,Naranjo,CD Leganés,Spain Primera Division,22,"ST, LM",73,79,20000.0,81.0,72.0,66.0,75.0,23.0,61.0,2018
52512,Jason,Levante Unión Deportiva,Spain Primera Division,22,"RM, LM",73,81,20000.0,80.0,72.0,65.0,78.0,30.0,62.0,2018
52513,Samir,Udinese Calcio,Italian Serie A,22,"LB, CB",73,80,20000.0,68.0,33.0,53.0,55.0,76.0,76.0,2018
52514,A. Petagna,Atalanta,Italian Serie A,22,ST,73,82,20000.0,57.0,68.0,58.0,69.0,22.0,77.0,2018
52515,Marlon Santos,OGC Nice,French Ligue 1,21,CB,73,82,20000.0,58.0,44.0,56.0,64.0,73.0,74.0,2018
52516,M. Cornet,Olympique Lyonnais,French Ligue 1,20,"RW, LW",73,81,50000.0,87.0,72.0,63.0,75.0,35.0,68.0,2018
52520,G. Letizia,Benevento,Italian Serie A,27,"LB, RM",73,74,30000.0,88.0,41.0,61.0,68.0,68.0,72.0,2018
52524,M. Tisserand,VfL Wolfsburg,German 1. Bundesliga,24,CB,73,79,40000.0,70.0,59.0,69.0,68.0,72.0,74.0,2018
52529,J. Palomino,Atalanta,Italian Serie A,27,CB,73,75,20000.0,49.0,32.0,59.0,61.0,75.0,74.0,2018
52531,Cafú,FC Metz,French Ligue 1,24,"CDM, CM",73,78,10000.0,66.0,70.0,61.0,68.0,71.0,85.0,2018
52533,S. Perica,Udinese Calcio,Italian Serie A,21,ST,73,81,20000.0,69.0,71.0,49.0,65.0,27.0,69.0,2018
52534,E. Ofori,VfB Stuttgart,German 1. Bundesliga,22,CM,73,81,20000.0,72.0,56.0,69.0,79.0,62.0,68.0,2018
52537,H. Traoré,Stade Rennais FC,French Ligue 1,25,"RB, RM, RWB",73,76,20000.0,80.0,54.0,68.0,71.0,68.0,69.0,2018
52539,Zaldúa,CD Leganés,Spain Primera Division,25,RB,73,77,20000.0,72.0,34.0,59.0,60.0,73.0,65.0,2018
52540,J. Alonso,LOSC Lille,French Ligue 1,24,"CB, LB",73,79,30000.0,61.0,43.0,54.0,58.0,72.0,76.0,2018
52541,D. Gray,Leicester City,English Premier League,21,LM,73,83,40000.0,90.0,66.0,64.0,80.0,23.0,55.0,2018
52542,Ailton,VfB Stuttgart,German 1. Bundesliga,22,LB,73,82,20000.0,85.0,60.0,61.0,72.0,70.0,78.0,2018
52543,F. Melchiorri,Cagliari,Italian Serie A,30,ST,73,73,50000.0,81.0,71.0,53.0,71.0,26.0,66.0,2018
52549,L. Mazzitelli,U.S. Sassuolo Calcio,Italian Serie A,21,"CDM, CM",73,80,30000.0,65.0,56.0,73.0,72.0,67.0,67.0,2018
52550,M. Veljković,SV Werder Bremen,German 1. Bundesliga,21,"CB, CDM",73,82,20000.0,55.0,28.0,54.0,57.0,74.0,70.0,2018
52553,Nano,Levante Unión Deportiva,Spain Primera Division,22,"ST, CAM, LM",73,80,20000.0,82.0,72.0,61.0,72.0,27.0,62.0,2018
52554,Gabriel Boschilia,AS Monaco,French Ligue 1,21,CAM,73,83,20000.0,74.0,65.0,70.0,77.0,42.0,51.0,2018
52556,O. Duda,Hertha BSC,German 1. Bundesliga,22,CAM,73,81,20000.0,69.0,60.0,70.0,78.0,33.0,56.0,2018
52557,I. Success,Watford,English Premier League,21,"LM, RM, ST",73,83,40000.0,84.0,68.0,64.0,76.0,29.0,71.0,2018
52561,A. Adnan,Udinese Calcio,Italian Serie A,23,"LB, LM",73,79,20000.0,76.0,67.0,69.0,74.0,67.0,78.0,2018
52565,Granell,Girona FC,Spain Primera Division,28,CM,73,73,20000.0,65.0,70.0,76.0,72.0,63.0,68.0,2018
52567,David Soria,Sevilla FC,Spain Primera Division,24,GK,73,81,10000.0,,,,,,,2018
52570,Bustinza,CD Leganés,Spain Primera Division,25,"RB, CB, RWB",73,77,20000.0,70.0,35.0,61.0,62.0,73.0,73.0,2018
52571,Marín,Villarreal CF,Spain Primera Division,20,"LB, LWB",73,84,20000.0,73.0,45.0,63.0,70.0,69.0,72.0,2018
52575,Alex Berenguer,Torino F.C.,Italian Serie A,21,"RWB, LWB, LM",73,81,30000.0,85.0,62.0,65.0,76.0,64.0,69.0,2018
52577,Hernani,AS Saint-Étienne,French Ligue 1,23,"CDM, CM",73,77,30000.0,69.0,68.0,66.0,69.0,72.0,70.0,2018
52584,Diego González,Málaga CF,Spain Primera Division,22,CB,73,83,20000.0,68.0,28.0,57.0,52.0,73.0,75.0,2018
52585,F. Guilbert,Stade Malherbe Caen,French Ligue 1,22,"RB, RM",73,82,20000.0,69.0,46.0,64.0,66.0,74.0,72.0,2018
52587,A. Touré,AS Monaco,French Ligue 1,21,RB,73,81,20000.0,72.0,51.0,63.0,70.0,73.0,72.0,2018
52594,Z. Machach,Toulouse Football Club,French Ligue 1,21,"CAM, LM, CM",73,80,20000.0,75.0,64.0,72.0,76.0,57.0,71.0,2018
52595,D. Calabria,AC Milan,Italian Serie A,20,RB,73,83,50000.0,78.0,41.0,65.0,72.0,71.0,69.0,2018
52600,W. Anton,Hannover 96,German 1. Bundesliga,20,"CB, CDM, RB",73,83,30000.0,56.0,43.0,55.0,58.0,73.0,74.0,2018
52603,T. Davies,Everton,English Premier League,19,"CM, CAM",73,85,50000.0,73.0,61.0,71.0,74.0,58.0,73.0,2018
52604,P. Lees-Melou,OGC Nice,French Ligue 1,24,"CM, RM",73,77,30000.0,70.0,62.0,75.0,75.0,49.0,69.0,2018
52634,L. Blas,En Avant de Guingamp,French Ligue 1,19,RM,73,84,15000.0,75.0,65.0,71.0,77.0,59.0,58.0,2018
52635,K. Amian Adou,Toulouse Football Club,French Ligue 1,19,RB,73,86,15000.0,73.0,41.0,64.0,68.0,73.0,74.0,2018
52636,T. Abraham,Swansea City,English Premier League,19,ST,73,86,40000.0,80.0,70.0,53.0,67.0,25.0,70.0,2018
52638,A. Tuanzebe,Manchester United,English Premier League,19,"CB, CDM",73,84,40000.0,75.0,34.0,57.0,64.0,73.0,72.0,2018
52639,Richarlison,Watford,English Premier League,20,"LM, CF, RM, CAM",73,85,40000.0,81.0,70.0,60.0,77.0,25.0,74.0,2018
52641,S. Ascacibar,VfB Stuttgart,German 1. Bundesliga,20,CDM,73,86,15000.0,73.0,47.0,63.0,65.0,74.0,71.0,2018
52644,Bernardo,RB Leipzig,German 1. Bundesliga,22,"RB, LB",73,81,40000.0,75.0,44.0,59.0,66.0,71.0,73.0,2018
52649,V. Jovanović,FC Girondins de Bordeaux,French Ligue 1,21,CB,73,83,30000.0,59.0,46.0,59.0,63.0,73.0,73.0,2018
52650,Luiz Araújo,LOSC Lille,French Ligue 1,21,"LW, RW, CAM",73,82,30000.0,84.0,62.0,70.0,77.0,41.0,50.0,2018
52654,I. Sarr,Stade Rennais FC,French Ligue 1,19,"LM, RM, ST",73,85,15000.0,93.0,68.0,63.0,76.0,29.0,59.0,2018
52655,M. Lazzari,SPAL,Italian Serie A,23,RM,73,80,15000.0,83.0,52.0,70.0,71.0,31.0,52.0,2018
52657,K. Havertz,Bayer 04 Leverkusen,German 1. Bundesliga,18,"RM, CAM, CF",73,88,20000.0,72.0,59.0,71.0,75.0,40.0,57.0,2018
52659,D. Brašanac,CD Leganés,Spain Primera Division,25,"CM, RM",73,78,20000.0,62.0,66.0,69.0,66.0,62.0,73.0,2018
52660,Douglas Luiz,Girona FC,Spain Primera Division,19,"CM, CDM",73,85,15000.0,74.0,64.0,71.0,72.0,72.0,71.0,2018
52662,Xeka,Dijon FCO,French Ligue 1,22,"CM, CDM",73,81,15000.0,55.0,57.0,69.0,70.0,62.0,68.0,2018
52664,E. Bardhi,Levante Unión Deportiva,Spain Primera Division,21,"CAM, CM",73,81,20000.0,73.0,72.0,73.0,76.0,36.0,56.0,2018
52665,L. Pokorný,Montpellier Hérault SC,French Ligue 1,23,CB,73,79,20000.0,62.0,52.0,61.0,60.0,72.0,76.0,2018
52666,M. Gómez,RC Celta de Vigo,Spain Primera Division,20,ST,73,81,20000.0,66.0,74.0,58.0,64.0,24.0,68.0,2018
52679,A. Mangane,RC Strasbourg Alsace,French Ligue 1,34,"CB, CDM",72,72,15000.0,32.0,54.0,59.0,49.0,71.0,79.0,2018
52682,E. Jakupović,Leicester City,English Premier League,32,GK,72,72,30000.0,,,,,,,2018
52685,G. Pegolo,U.S. Sassuolo Calcio,Italian Serie A,36,GK,72,72,15000.0,,,,,,,2018
52694,J. Callsen-Bracker,FC Augsburg,German 1. Bundesliga,32,CB,72,72,15000.0,35.0,48.0,59.0,49.0,72.0,63.0,2018
52717,Vesga,Athletic Club de Bilbao,Spain Primera Division,24,"CDM, CM",72,77,15000.0,57.0,57.0,66.0,64.0,69.0,75.0,2018
52719,Rubén,Deportivo de La Coruña,Spain Primera Division,33,GK,72,72,10000.0,,,,,,,2018
52721,A. Cordaz,Crotone,Italian Serie A,34,GK,72,72,8000.0,,,,,,,2018
52723,H. Bedimo,Olympique de Marseille,French Ligue 1,33,LB,72,72,20000.0,68.0,58.0,68.0,69.0,69.0,74.0,2018
52726,D. Marney,Burnley,English Premier League,33,CM,72,72,30000.0,67.0,67.0,71.0,69.0,69.0,79.0,2018
52729,Lee Chung Yong,Crystal Palace,English Premier League,28,"CAM, LM",72,72,40000.0,72.0,63.0,71.0,72.0,50.0,61.0,2018
52731,Markel Bergara,Getafe CF,Spain Primera Division,31,"CM, CDM",72,72,15000.0,49.0,63.0,72.0,61.0,74.0,77.0,2018
52736,Pedro López,Levante Unión Deportiva,Spain Primera Division,33,"RB, RM",72,72,15000.0,70.0,60.0,68.0,70.0,70.0,69.0,2018
52739,P. Tschauner,Hannover 96,German 1. Bundesliga,31,GK,72,72,20000.0,,,,,,,2018
52741,R. Palladino,Genoa,Italian Serie A,33,"LW, RW, ST",72,72,20000.0,74.0,63.0,65.0,79.0,19.0,53.0,2018
52785,P. Bardsley,Burnley,English Premier League,32,"RB, LB",72,72,30000.0,62.0,59.0,60.0,64.0,73.0,76.0,2018
52806,Barragán,Real Betis Balompié,Spain Primera Division,30,RB,72,72,15000.0,72.0,51.0,62.0,66.0,72.0,75.0,2018
52808,S. Ireland,Stoke City,English Premier League,30,"CAM, CM",72,72,40000.0,54.0,65.0,70.0,72.0,45.0,59.0,2018
52818,A. Mariappa,Watford,English Premier League,30,"RB, CB",72,72,30000.0,68.0,34.0,57.0,63.0,75.0,72.0,2018
52823,P. Tytoń,Deportivo de La Coruña,Spain Primera Division,30,GK,72,72,10000.0,,,,,,,2018
52838,Ángel,Getafe CF,Spain Primera Division,30,ST,72,72,15000.0,77.0,71.0,58.0,75.0,25.0,62.0,2018
52840,G. Bong,Brighton & Hove Albion,English Premier League,29,LB,72,72,30000.0,70.0,41.0,68.0,70.0,71.0,74.0,2018
52846,N. Frey,Chievo Verona,Italian Serie A,33,RB,72,72,10000.0,64.0,40.0,54.0,59.0,78.0,74.0,2018
52850,B. Sako,Crystal Palace,English Premier League,29,LM,72,72,40000.0,74.0,71.0,69.0,74.0,39.0,76.0,2018
52858,R. Genevois,Stade Malherbe Caen,French Ligue 1,29,"CB, RB",72,72,15000.0,59.0,40.0,59.0,58.0,70.0,73.0,2018
52864,J. Morávek,FC Augsburg,German 1. Bundesliga,27,"CM, CAM",72,73,15000.0,58.0,69.0,73.0,74.0,54.0,62.0,2018
52868,D. Di Gennaro,Lazio,Italian Serie A,29,CM,72,72,30000.0,72.0,64.0,75.0,72.0,51.0,65.0,2018
52872,E. Mulder,Swansea City,English Premier League,28,GK,72,73,30000.0,,,,,,,2018
52889,M. James,Leicester City,English Premier League,25,CM,72,75,40000.0,59.0,61.0,73.0,70.0,67.0,69.0,2018
52893,Juan Cala,Getafe CF,Spain Primera Division,27,"CB, CDM",72,74,15000.0,60.0,53.0,62.0,60.0,72.0,68.0,2018
